Patent ID,Title,Publication Date,Result Link
US-10932726-B2,Monitoring physiological status based on bio-vibrational and radio frequency data analysis ,2021-03-02,https://patents.google.com/patent/US10932726B2/en
US-11900660-B2,"Diagnostic method, method for validation of diagnostic method, and treatment method ",2024-02-13,https://patents.google.com/patent/US11900660B2/en
US-12014808-B2,Creating multiple prioritized clinical summaries using artificial intelligence ,2024-06-18,https://patents.google.com/patent/US12014808B2/en
US-11304673-B2,"Diagnostic method, method for validation of diagnostic method, and treatment method ",2022-04-19,https://patents.google.com/patent/US11304673B2/en
US-10957315-B2,Mobile terminal and method for controlling mobile terminal using machine learning ,2021-03-23,https://patents.google.com/patent/US10957315B2/en
US-10770181-B2,Systems and methods for reducing resource consumption via information technology infrastructure ,2020-09-08,https://patents.google.com/patent/US10770181B2/en
US-9414780-B2,Dermoscopic data acquisition employing display illumination ,2016-08-16,https://patents.google.com/patent/US9414780B2/en
US-10382253-B2,Method and system for network performance root cause analysis ,2019-08-13,https://patents.google.com/patent/US10382253B2/en
US-10489907-B2,Artifact identification and/or correction for medical imaging ,2019-11-26,https://patents.google.com/patent/US10489907B2/en
US-11514571-B2,Hierarchical analysis of medical images for identifying and assessing lymph nodes ,2022-11-29,https://patents.google.com/patent/US11514571B2/en
US-11896847-B2,Adversarial prediction of radiotherapy treatment plans ,2024-02-13,https://patents.google.com/patent/US11896847B2/en
US-11576622-B2,Systems and methods for monitoring uterine activity and assessing pre-term birth risk ,2023-02-14,https://patents.google.com/patent/US11576622B2/en
US-11610310-B2,"Method, apparatus, system, and storage medium for recognizing medical image ",2023-03-21,https://patents.google.com/patent/US11610310B2/en
US-11509667-B2,Predictive internet resource reputation assessment ,2022-11-22,https://patents.google.com/patent/US11509667B2/en
US-11517768-B2,Systems and methods for determining radiation therapy machine parameter settings ,2022-12-06,https://patents.google.com/patent/US11517768B2/en
US-10692032-B2,"Pervasive, domain and situational-aware, adaptive, automated, and coordinated big data analysis, contextual learning and predictive control of business and operational risks and security ",2020-06-23,https://patents.google.com/patent/US10692032B2/en
US-11532402-B2,Methods and systems for providing an episode of care ,2022-12-20,https://patents.google.com/patent/US11532402B2/en
US-11491350-B2,Decision support system for individualizing radiotherapy dose ,2022-11-08,https://patents.google.com/patent/US11491350B2/en
US-10896763-B2,System and method for providing model-based treatment recommendation via individual-specific machine learning models ,2021-01-19,https://patents.google.com/patent/US10896763B2/en
US-10133847-B2,Automated medical problem list generation from electronic medical record ,2018-11-20,https://patents.google.com/patent/US10133847B2/en
US-10796238-B2,Cognitive personal assistant ,2020-10-06,https://patents.google.com/patent/US10796238B2/en
US-11748641-B2,Temporal topic machine learning operation ,2023-09-05,https://patents.google.com/patent/US11748641B2/en
US-11574088-B2,Graphical representation of a dynamic knee score for a knee surgery ,2023-02-07,https://patents.google.com/patent/US11574088B2/en
US-10043035-B2,Systems and methods for enhancing data protection by anonosizing structured and unstructured data and incorporating machine learning and artificial intelligence in classical and quantum computing environments ,2018-08-07,https://patents.google.com/patent/US10043035B2/en
US-11877801-B2,"Systems, methods, and devices for developing patient-specific spinal implants, treatments, operations, and/or procedures ",2024-01-23,https://patents.google.com/patent/US11877801B2/en
US-11112770-B2,Systems and methods for assisting a surgeon and producing patient-specific medical devices ,2021-09-07,https://patents.google.com/patent/US11112770B2/en
US-11727010-B2,System and method for integrating data for precision medicine ,2023-08-15,https://patents.google.com/patent/US11727010B2/en
US-11532397-B2,"Mobile supplementation, extraction, and analysis of health records ",2022-12-20,https://patents.google.com/patent/US11532397B2/en
US-11747205-B2,"Noninvasive, multispectral-fluorescence characterization of biological tissues with machine/deep learning ",2023-09-05,https://patents.google.com/patent/US11747205B2/en
US-8515777-B1,System and method for efficient provision of healthcare ,2013-08-20,https://patents.google.com/patent/US8515777B1/en
US-9445713-B2,Apparatuses and methods for mobile imaging and analysis ,2016-09-20,https://patents.google.com/patent/US9445713B2/en
US-11322259-B2,Patient risk stratification based on body composition derived from computed tomography images using machine learning ,2022-05-03,https://patents.google.com/patent/US11322259B2/en
US-11232562-B2,Method for data management and machine learning with fine resolution ,2022-01-25,https://patents.google.com/patent/US11232562B2/en
US-11779406-B2,Systems and methods for guidance of intraluminal devices within the vasculature ,2023-10-10,https://patents.google.com/patent/US11779406B2/en
US-10811125-B2,Cognitive framework to identify medical case safety reports in free form text ,2020-10-20,https://patents.google.com/patent/US10811125B2/en
US-10043592-B1,"System, medical item including RFID chip, server and method for capturing medical data ",2018-08-07,https://patents.google.com/patent/US10043592B1/en
US-10346986-B2,System and methods for image segmentation using convolutional neural network ,2019-07-09,https://patents.google.com/patent/US10346986B2/en
US-11120582-B2,"Unified dual-domain network for medical image formation, recovery, and analysis ",2021-09-14,https://patents.google.com/patent/US11120582B2/en
US-11779292-B2,"Systems, methods, and devices for medical image analysis, diagnosis, risk stratification, decision making and/or disease tracking ",2023-10-10,https://patents.google.com/patent/US11779292B2/en
US-11138731-B2,"Methods for generating synthetic training data and for training deep learning algorithms for tumor lesion characterization, method and system for tumor lesion characterization, computer program and electronically readable storage medium ",2021-10-05,https://patents.google.com/patent/US11138731B2/en
US-11037545-B2,"Interactive personal assistive devices and systems with artificial intelligence, and related methods ",2021-06-15,https://patents.google.com/patent/US11037545B2/en
US-10741288-B2,Estimating impact of property on individual health—health insurance correlation ,2020-08-11,https://patents.google.com/patent/US10741288B2/en
US-9730643-B2,Method and system for anatomical object detection using marginal space deep neural networks ,2017-08-15,https://patents.google.com/patent/US9730643B2/en
US-11389129-B2,"Diagnostic method, method for validation of diagnostic method, and treatment method ",2022-07-19,https://patents.google.com/patent/US11389129B2/en
US-11670153-B2,"Sensing peripheral heuristic evidence, reinforcement, and engagement system ",2023-06-06,https://patents.google.com/patent/US11670153B2/en
US-11291379-B2,Method and system to assess disease using dynamical analysis of cardiac and photoplethysmographic signals ,2022-04-05,https://patents.google.com/patent/US11291379B2/en
US-11100741-B2,Secure inventory access and control mechanism ,2021-08-24,https://patents.google.com/patent/US11100741B2/en
US-10318635-B2,Automated mapping of service codes in healthcare systems ,2019-06-11,https://patents.google.com/patent/US10318635B2/en
US-10489678-B2,Image comparison tool tolerant to deformable image matching ,2019-11-26,https://patents.google.com/patent/US10489678B2/en
US-11645745-B2,System and method for adverse event detection or severity estimation from surgical data ,2023-05-09,https://patents.google.com/patent/US11645745B2/en
US-11430036-B2,Network-based marketplace service for facilitating purchases of bundled services and products ,2022-08-30,https://patents.google.com/patent/US11430036B2/en
US-11596482-B2,System and method for surgical performance tracking and measurement ,2023-03-07,https://patents.google.com/patent/US11596482B2/en
US-11651843-B2,Systems and methods for prescription management ,2023-05-16,https://patents.google.com/patent/US11651843B2/en
US-11433199-B2,Lung protective ventilation control ,2022-09-06,https://patents.google.com/patent/US11433199B2/en
US-11694123-B2,Computer based object detection within a video or image ,2023-07-04,https://patents.google.com/patent/US11694123B2/en
US-11841787-B1,Platform for sponsors of clinical trials to achieve compliance in use of digital technologies for high-quality health monitoring ,2023-12-12,https://patents.google.com/patent/US11841787B1/en
US-10052026-B1,Smart mirror ,2018-08-21,https://patents.google.com/patent/US10052026B1/en
US-11004198-B2,Method and system for assessing vessel obstruction based on machine learning ,2021-05-11,https://patents.google.com/patent/US11004198B2/en
US-9848827-B1,"System, medical item including RFID chip, data collection engine, server and method for capturing medical data ",2017-12-26,https://patents.google.com/patent/US9848827B1/en
US-11207055-B2,Ultrasound Cardiac Doppler study automation ,2021-12-28,https://patents.google.com/patent/US11207055B2/en
